25/03/2000,18:00,,Bursaspor,2,2,Samsunspor,,
26/03/2000,14:30,,Kocaelispor,2,1,Altay,,
26/03/2000,14:30,,Ankaragücü,0,0,Gençlerbirliği,1,
26/03/2000,14:30,1,Antalyaspor,1,0,Göztepe,,
26/03/2000,19:00,,Galatasaray,0,1,Fenerbahçe,,
31/03/2000,20:00,,Denizlispor,0,2,Trabzonspor,,
01/04/2000,12:00,,Erzurumspor,0,0,Galatasaray,,
01/04/2000,12:00,,Vanspor,1,2,Gaziantepspor,,
01/04/2000,13:30,,Gençlerbirliği,5,2,Adanaspor,,
01/04/2000,14:30,,Göztepe,0,1,Bursaspor,,
01/04/2000,19:00,,Fenerbahçe,1,0,Antalyaspor,,
02/04/2000,14:30,,Samsunspor,1,0,Altay,,
02/04/2000,19:00,1,Beşiktaş,3,1,Ankaragücü,,
02/04/2000,19:00,,Kocaelispor,2,1,İstanbulspor,,
07/04/2000,20:00,,Bursaspor,2,1,Fenerbahçe,,
08/04/2000,14:30,,Göztepe,1,2,Samsunspor,,
08/04/2000,14:30,,İstanbulspor,1,0,Altay,,
08/04/2000,19:00,,Kocaelispor,1,2,Gaziantepspor,,
08/04/2000,19:00,,Adanaspor,1,3,Beşiktaş,,
09/04/2000,14:30,,Trabzonspor,4,2,Vanspor,,
09/04/2000,14:30,,Antalyaspor,1,2,Erzurumspor,,
09/04/2000,14:30,,Ankaragücü,3,1,Denizlispor,,
09/04/2000,19:00,,Galatasaray,6,0,Gençlerbirliği,1,
14/04/2000,20:00,,Beşiktaş,1,1,Galatasaray,,
15/04/2000,16:30,1,Altay,1,3,Gaziantepspor,,
15/04/2000,16:30,,Gençlerbirliği,4,1,Antalyaspor,,
15/04/2000,16:30,,Denizlispor,4,2,Adanaspor,,
15/04/2000,19:00,,Kocaelispor,1,0,Trabzonspor,,
16/04/2000,12:00,1,Vanspor,2,3,Ankaragücü,,
16/04/2000,16:30,,Erzurumspor,4,1,Bursaspor,1,
16/04/2000,16:30,,Samsunspor,1,0,İstanbulspor,,
16/04/2000,19:00,1,Fenerbahçe,2,3,Göztepe,,
21/04/2000,20:00,,Fenerbahçe,1,0,Samsunspor,,
22/04/2000,16:30,,Bursaspor,2,5,Gençlerbirliği,,
22/04/2000,16:30,,Trabzonspor,2,1,Altay,,
22/04/2000,16:30,,Adanaspor,2,0,Vanspor,,
22/04/2000,19:00,,Antalyaspor,2,2,Beşiktaş,,
23/04/2000,16:30,1,Göztepe,1,4,Erzurumspor,,
23/04/2000,16:30,,Gaziantepspor,1,0,İstanbulspor,,
23/04/2000,16:30,,Kocaelispor,4,1,Ankaragücü,,
23/04/2000,19:00,,Galatasaray,2,2,Denizlispor,,
28/04/2000,20:00,,Beşiktaş,5,1,Bursaspor,,
29/04/2000,17:00,,İstanbulspor,5,1,Trabzonspor,,
29/04/2000,17:00,,Altay,0,0,Ankaragücü,,
29/04/2000,17:00,,Denizlispor,4,0,Antalyaspor,1,
29/04/2000,17:00,,Kocaelispor,0,0,Adanaspor,,
29/04/2000,19:00,,Vanspor,1,3,Galatasaray,,
30/04/2000,17:00,,Gençlerbirliği,1,0,Göztepe,,
30/04/2000,19:00,,Samsunspor,0,2,Gaziantepspor,,
30/04/2000,19:00,,Erzurumspor,1,5,Fenerbahçe,,
05/05/2000,20:00,,Fenerbahçe,1,3,Gençlerbirliği,,
06/05/2000,17:00,,Bursaspor,4,1,Denizlispor,,
06/05/2000,19:00,,Göztepe,2,4,Beşiktaş,,
06/05/2000,19:00,,Gaziantepspor,3,0,Trabzonspor,1,
07/05/2000,17:00,,Adanaspor,1,0,Altay,,
07/05/2000,17:00,,Samsunspor,2,1,Erzurumspor,,
07/05/2000,17:00,,Ankaragücü,2,2,İstanbulspor,,
07/05/2000,17:00,,Antalyaspor,4,1,Vanspor,,
07/05/2000,19:00,,Galatasaray,5,0,Kocaelispor,,
12/05/2000,17:30,,Altay,1,0,Galatasaray,,
12/05/2000,17:30,,Gaziantepspor,2,2,Ankaragücü,,
12/05/2000,17:30,,Gençlerbirliği,5,0,Erzurumspor,,
12/05/2000,17:30,,Vanspor,3,1,Bursaspor,,
12/05/2000,17:30,,Kocaelispor,1,1,Antalyaspor,,
12/05/2000,17:30,,İstanbulspor,3,2,Adanaspor,,
13/05/2000,17:30,,Denizlispor,2,0,Göztepe,,
13/05/2000,19:00,,Trabzonspor,3,2,Samsunspor,,
14/05/2000,19:00,,Beşiktaş,1,3,Fenerbahçe,,
19/05/2000,20:00,,Samsunspor,1,2,Gençlerbirliği,,
20/05/2000,17:30,,Göztepe,2,1,Vanspor,,
20/05/2000,19:00,,Adanaspor,3,0,Gaziantepspor,1,
20/05/2000,19:00,,Fenerbahçe,2,1,Denizlispor,1,
21/05/2000,19:00,,Bursaspor,2,0,Kocaelispor,,
21/05/2000,19:00,,Erzurumspor,1,4,Beşiktaş,,T
21/05/2000,19:00,,Galatasaray,1,1,İstanbulspor,,
21/05/2000,19:00,,Antalyaspor,3,1,Altay,,
21/05/2000,19:00,,Ankaragücü,1,1,Trabzonspor,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
